,budget_(in_US-Dollars),revenue_(in_US-Dollars),profit_(in_US_Dollars),original_title,cast,director,tagline,runtime,genres,release_date,release_year
5098,7800000,22441323,14641323,Swimming Pool,Charlotte Rampling|Ludivine Sagnier|Charles Dance|Jean-Marie Lamour|Marc Fayolle,FranÃ§ois Ozon,"On the surface, all is calm.",102,Thriller|Crime,2003-05-18,2003
5101,6000000,18750246,12750246,A Mighty Wind,Bob Balaban|Christopher Guest|John Michael Higgins|Eugene Levy|Jane Lynch,Christopher Guest,"Back together for the first time, again.",91,Comedy|Music,2003-04-16,2003
5106,850000,819939,-30061,Latter Days,Steve Sandvoss|Wes Ramsey|Jacqueline Bisset|Joseph Gordon-Levitt|Rebekah Johnson,C. Jay Cox,Aaron prays. Christian plays... Opposites attract.,107,Drama|Comedy|Romance,2003-07-10,2003
5107,500000,8679814,8179814,The Station Agent,Peter Dinklage|Patricia Clarkson|Bobby Cannavale|Michelle Williams|Raven Goodwin,Tom McCarthy,Loneliness is much better when you have got someone to share it with.,88,Drama|Comedy,2003-01-26,2003
5109,15000000,30238577,15238577,The Fighting Temptations,BeyoncÃ© Knowles|Cuba Gooding Jr.|Wendell Pierce|LaTanya Richardson|Faith Evans,Jonathan Lynn,,122,Comedy|Music|Romance,2003-09-17,2003
5111,5000000,4856298,-143702,Intermission,Colin Farrell|Colm Meaney|Kelly Macdonald|Cillian Murphy|BrÃ­an F. O'Byrne,John Crowley,Life is what happens in between.,105,Romance|Action|Comedy|Crime|Mystery,2003-08-29,2003
5128,10000000,96542059,86542059,Calendar Girls,Helen Mirren|Julie Walters|John Alderton|Linda Bassett|Annette Crosbie,Nigel Cole,Some ladies will do anything for a good cause.,108,Comedy,2003-09-02,2003
5130,8256269,460978,-7795291,Foolproof,Ryan Reynolds|Kristin Booth|Joris Jarsky|David Suchet|Sean Sullivan,William Phillips,,97,Action,2003-10-03,2003
5133,4361898,3031801,-1330097,Mambo Italiano,Luke Kirby|Ginette Reno|Paul Sorvino|Mary Walsh|Peter Miller,Ã‰mile Gaudreault,Things change. Family doesn't.,92,Comedy|Romance,2003-06-06,2003
5135,28000000,58795814,30795814,Agent Cody Banks,Frankie Muniz|Hilary Duff|Angie Harmon|Keith David|Cynthia Stevenson,Harald Zwart,Save the world. Get the girl. Pass math.,102,Action,2003-03-12,2003
5138,24000000,23510601,-489399,Biker Boyz,Laurence Fishburne|Derek Luke|Orlando Jones|Djimon Hounsou|Lisa Bonet,Reggie Rock Bythewood,Survival of the fastest.,110,Action|Drama,2003-01-31,2003
5142,13000000,17040871,4040871,Ghosts of the Abyss,Bill Paxton|John Broadwater|James Cameron|Mike Cameron|Ken Marschall,James Cameron,The legend no one can forget has become the greatest adventure ever filmed.,92,Family|Documentary,2003-04-10,2003
5148,55000000,33828318,-21171682,Stuck on You,Matt Damon|Greg Kinnear|Eva Mendes|Wen Yann Shih|Seymour Cassel,Bobby Farrelly|Peter Farrelly,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",118,Comedy,2003-12-10,2003
5162,10,5,-5,Kid's Story,Clayton Watson|Keanu Reeves|Carrie-Anne Moss|Kevin Michael Richardson|John Demita,Shinichiro Watanabe,,15,Science Fiction|Animation,2003-06-02,2003
5164,15000000,2281585,-12718415,The Company,Neve Campbell|Malcolm McDowell|James Franco|Barbara E. Robertson|William Dick,Robert Altman,,112,Drama|Thriller,2003-09-10,2003
5176,17000000,1569918,-15430082,Veronica Guerin,Cate Blanchett|Gerard McSorley|CiarÃ¡n Hinds|Brenda Fricker|Don Wycherley,Joel Schumacher,Why would anyone want to kill Veronica Guerin?,98,Drama|Crime|Thriller,2003-07-11,2003
5184,110000000,214948780,104948780,X2,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen,Bryan Singer,The time has come for those who are different to stand united.,133,Adventure|Action|Science Fiction|Thriller,2003-04-24,2003
5186,5000000,2466444,-2533556,Wonderland,Val Kilmer|Dylan McDermott|Kate Bosworth|Josh Lucas|Lisa Kudrow,James Cox,"Sex, drugs, murder. Welcome to L.A.",104,Crime|Drama|Mystery|Thriller,2003-10-23,2003
5195,30000000,15368897,-14631103,Alex & Emma,Luke Wilson|Kate Hudson|Sophie Marceau|David Paymer|Paul Wilson,Rob Reiner,Is it love... or are they just imagining things?,96,Comedy|Romance,2003-06-16,2003
5196,12000000,4922166,-7077834,From Justin to Kelly,Kelly Clarkson|Justin Guarini |Brandon Henschel|Greg Siff|Brian Dietzen,Robert Iscove,The tale of two American Idols.,90,Comedy|Romance,2003-06-20,2003
5198,569217,569217,0,Les Clefs de bagnole,Laurent Baffie|Daniel Russo|Pascal Sellem|GÃ©rard Depardieu|Guillaume Canet,Laurent Baffie,,90,Comedy,2003-12-10,2003
5207,7000000,10000000,3000000,Sylvia,Gwyneth Paltrow|Daniel Craig|Jared Harris|Michael Gambon|Blythe Danner,Christine Jeffs,Life was too small to contain her...,109,Drama|Romance,2003-10-17,2003
5231,200000000,1845034188,1645034188,Titanic,Kate Winslet|Leonardo DiCaprio|Frances Fisher|Billy Zane|Kathy Bates,James Cameron,Nothing on Earth could come between them.,194,Drama|Romance|Thriller,1997-11-18,1997
5232,85000000,252712101,167712101,Hercules,Tate Donovan|Josh Keaton|Roger Bart|Danny DeVito|James Woods,John Musker|Ron Clements,Zero to Hero!,93,Animation|Family|Fantasy|Adventure|Comedy,1997-06-26,1997
5233,90000000,589390539,499390539,Men in Black,Tommy Lee Jones|Will Smith|Linda Fiorentino|Vincent D'Onofrio|Rip Torn,Barry Sonnenfeld,Protecting the Earth from the scum of the universe.,98,Action|Adventure|Comedy|Science Fiction,1997-07-01,1997
5234,36000000,12532777,-23467223,Gattaca,Ethan Hawke|Jude Law|Gore Vidal|Uma Thurman|Alan Arkin,Andrew Niccol,There is no gene for the human spirit.,106,Thriller|Science Fiction|Mystery|Romance,1997-09-07,1997
5235,90000000,263920180,173920180,The Fifth Element,Bruce Willis|Gary Oldman|Ian Holm|Milla Jovovich|Chris Tucker,Luc Besson,There is no future without it.,126,Adventure|Fantasy|Action|Thriller|Science Fiction,1997-05-07,1997
5236,125000000,238207122,113207122,Batman & Robin,Arnold Schwarzenegger|George Clooney|Chris O'Donnell|Uma Thurman|Alicia Silverstone,Joel Schumacher,Strength. Courage. Honor. And loyalty.,125,Action|Crime|Fantasy|Science Fiction,1997-06-20,1997
5238,110000000,333011068,223011068,Tomorrow Never Dies,Pierce Brosnan|Jonathan Pryce|Michelle Yeoh|Teri Hatcher|Ricky Jay,Roger Spottiswoode,The Man. The Number. The License...are all back.,119,Adventure|Action|Thriller,1997-12-11,1997
5239,10000000,225933435,215933435,Good Will Hunting,Robin Williams|Matt Damon|Ben Affleck|Stellan SkarsgÃ¥rd|Minnie Driver,Gus Van Sant,"Some people can never believe in themselves, until someone believes in them.",126,Drama,1997-12-05,1997
5240,12000000,39673162,27673162,Jackie Brown,Pam Grier|Samuel L. Jackson|Robert Forster|Bridget Fonda|Michael Keaton,Quentin Tarantino,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,154,Action|Crime|Drama|Thriller,1997-12-24,1997
5241,70000000,162000000,92000000,Alien: Resurrection,Sigourney Weaver|Winona Ryder|Dominique Pinon|Ron Perlman|Michael Wincott,Jean-Pierre Jeunet,It's already too late.,109,Science Fiction|Horror|Action,1997-11-12,1997
5242,50000000,109423648,59423648,The Game,Michael Douglas|Sean Penn|Deborah Kara Unger|James Rebhorn|Peter Donat,David Fincher,What do you get for the man who has everything?,129,Drama|Thriller|Mystery,1997-09-12,1997
5243,60000000,26673242,-33326758,Event Horizon,Laurence Fishburne|Sam Neill|Kathleen Quinlan|Joely Richardson|Richard T. Jones,Paul W.S. Anderson,Infinite Space - Infinite Terror,96,Horror|Science Fiction|Mystery,1997-08-15,1997
5244,53000000,139804348,86804348,Anastasia,Meg Ryan|John Cusack|Christopher Lloyd|Angela Lansbury|Hank Azaria,Don Bluth|Gary Goldman,Discover the Adventure Behind the Greatest Mystery of Our Time.,94,Animation|Family,1997-11-20,1997
5245,32000000,79082515,47082515,Home Alone 3,Alex D. Linz|Olek Krupa|Rya Kihlstedt|Lenny Von Dohlen|Scarlett Johansson,Raja Gosnell,Ready for more. Much more.,102,Comedy|Family,1997-12-12,1997
5246,16500000,67683989,51183989,Austin Powers: International Man of Mystery,Mike Myers|Elizabeth Hurley|Michael York|Mimi Rogers|Seth Green,Jay Roach,"If he were any cooler, he'd still be frozen, baby!",94,Science Fiction|Comedy|Crime,1997-05-02,1997
5247,105000000,121214377,16214377,Starship Troopers,Casper Van Dien|Dina Meyer|Denise Richards|Jake Busey|Neil Patrick Harris,Paul Verhoeven,The only good bug is a dead bug.,129,Adventure|Action|Thriller|Science Fiction,1997-11-06,1997
5248,3500000,257850122,254350122,The Full Monty,Robert Carlyle|Mark Addy|William Snape|Steve Huison|Tom Wilkinson,Peter Cattaneo,The year's most revealing comedy.,91,Comedy,1997-08-13,1997
5249,75000000,224012234,149012234,Con Air,Nicolas Cage|John Cusack|John Malkovich|Ving Rhames|Nick Chinlund,Simon West,They were deadly on the ground; Now they have wings,115,Action|Thriller|Crime,1997-06-01,1997
5250,80000000,245676146,165676146,Face/Off,John Travolta|Nicolas Cage|Joan Allen|Alessandro Nivola|Gina Gershon,John Woo,"In order to catch him, he must become him.",138,Action|Crime|Science Fiction|Thriller,1997-06-27,1997
5251,35000000,41954997,6954997,Donnie Brasco,Johnny Depp|Al Pacino|Michael Madsen|Bruno Kirby|James Russo,Mike Newell,Donnie Brasco. Based on a True Story.,127,Crime|Drama|Thriller,1997-02-27,1997
5252,17000000,125586134,108586134,I Know What You Did Last Summer,Jennifer Love Hewitt|Sarah Michelle Gellar|Ryan Phillippe|Freddie Prinze Jr.|Bridgette Wilson,Jim Gillespie,"If you're going to bury the truth, make sure it stays buried.",100,Horror|Thriller|Mystery,1997-10-17,1997
5253,57000000,152944660,95944660,The Devil's Advocate,Keanu Reeves|Al Pacino|Charlize Theron|Jeffrey Jones|Judith Ivey,Taylor Hackford,Evil has its winning ways.,144,Drama|Horror|Mystery|Thriller,1997-10-17,1997
5254,45000000,136885767,91885767,Anaconda,Jennifer Lopez|Ice Cube|Jon Voight|Eric Stoltz|Owen Wilson,Luis Llosa,When You Can't Breathe You Can't Scream.,89,Adventure|Horror|Thriller,1997-04-11,1997
5255,250000,12021272,11771272,Chasing Amy,Ben Affleck|Joey Lauren Adams|Jason Lee|Dwight Ewell|Kevin Smith,Kevin Smith,It's not who you love. It's how.,113,Comedy|Drama|Romance,1997-04-04,1997
5256,116000000,178127760,62127760,Dante's Peak,Pierce Brosnan|Linda Hamilton|Jamie RenÃ©e Smith|Jeremy Foley|Elizabeth Hoffman,Roger Donaldson,The pressure is building...,108,Action|Adventure|Thriller,1997-02-07,1997
5257,160000000,164508066,4508066,Speed 2: Cruise Control,Sandra Bullock|Jason Patric|Willem Dafoe|Temuera Morrison|Mike Hagerty,Jan de Bont,"As the stakes get higher, the ride gets even faster.",121,Action|Adventure|Thriller,1997-06-12,1997
5258,35000000,126216940,91216940,L.A. Confidential,Kevin Spacey|Guy Pearce|Danny DeVito|James Cromwell|Kim Basinger,Curtis Hanson,Everything is suspect... Everyone is for sale... And nothing is what it seems.,138,Crime|Drama|Mystery|Thriller,1997-09-19,1997
5259,24000000,172363301,148363301,Scream 2,David Arquette|Neve Campbell|Courteney Cox|Sarah Michelle Gellar|Jamie Kennedy,Wes Craven,Someone has taken their love of sequels one step too far.,120,Horror|Mystery,1997-12-09,1997
5260,45000000,181000000,136000000,Liar Liar,Jim Carrey|Maura Tierney|Justin Cooper|Cary Elwes|Anne Haney,Tom Shadyac,Trust me.,86,Comedy,1997-03-21,1997
5262,90000000,171120329,81120329,Contact,Jodie Foster|Matthew McConaughey|James Woods|John Hurt|Tom Skerritt,Robert Zemeckis,"If it's just us, it seems like an awful waste of space.",150,Drama|Science Fiction|Mystery,1997-07-11,1997
5263,62000000,1060056,-60939944,Lolita,Jeremy Irons|Dominique Swain|Melanie Griffith|Frank Langella|Suzanne Shepherd,Adrian Lyne,A forbidden love. An unthinkable attraction. The ultimate price.,137,Drama|Romance,1997-09-27,1997
5264,40000000,45916769,5916769,The Rainmaker,Matt Damon|Danny DeVito|Jon Voight|Claire Danes|Mary Kay Place,Francis Ford Coppola,They were totally unqualified to try the case of a lifetime... but every underdog has his day.,135,Drama|Crime|Thriller,1997-11-18,1997
5266,60000000,159330280,99330280,The Jackal,Bruce Willis|Richard Gere|Sidney Poitier|Diane Venora|J.K. Simmons,Michael Caton-Jones,How do you stop an assassin who has no identity?,124,Action|Thriller|Adventure|Crime,1997-11-13,1997
5269,80000000,177977226,97977226,Flubber,Robin Williams|Marcia Gay Harden|Christopher McDonald|Raymond J. Barry|Clancy Brown,Les Mayfield,Catch it if you can!,93,Comedy|Family|Science Fiction,1997-11-26,1997
5270,68000000,118063304,50063304,The Saint,Val Kilmer|Elisabeth Shue|Rade Serbedzija|Henry Goodman|Alun Armstrong,Phillip Noyce,Never reveal your name. Never turn your back. Never surrender your heart.,116,Thriller|Action|Romance|Science Fiction|Adventure,1997-04-03,1997
5271,75000000,136982834,61982834,Conspiracy Theory,Mel Gibson|Julia Roberts|Patrick Stewart|Cylk Cozart|Steve Kahan,Richard Donner,What if your most paranoid nightmares had just come true?,135,Action|Drama|Mystery|Thriller,1997-08-07,1997
5272,85000000,315156409,230156409,Air Force One,Harrison Ford|Gary Oldman|Glenn Close|Wendy Crewson|William H. Macy,Wolfgang Petersen,The fate of a nation rests on the courage of one man.,124,Action|Thriller,1997-07-23,1997
5274,15000000,64256513,49256513,Wag the Dog,Dustin Hoffman|Robert De Niro|Anne Heche|Denis Leary|Willie Nelson,Barry Levinson,"A comedy about truth, justice and other special effects.",97,Comedy|Drama,1997-12-25,1997
5275,50000000,314178011,264178011,As Good as It Gets,Jack Nicholson|Helen Hunt|Greg Kinnear|Cuba Gooding Jr.|Skeet Ulrich,James L. Brooks,A comedy from the heart that goes for the throat.,139,Comedy|Romance,1997-12-19,1997
5276,36000000,50159144,14159144,Breakdown,Kurt Russell|J. T. Walsh|Kathleen Quinlan|M.C. Gainey|Jack Noseworthy,Jonathan Mostow,It could happen to you.,95,Drama|Action|Thriller,1997-05-02,1997
5277,70000000,131457682,61457682,Seven Years in Tibet,Brad Pitt|Jamyang Jamtsho Wangchuk|David Thewlis|BD Wong|Mako,Jean-Jacques Annaud,At the end of the world his real journey began.,136,History|Drama|Adventure|War,1997-09-12,1997
5278,38000000,299288605,261288605,My Best Friend's Wedding,Julia Roberts|Dermot Mulroney|Cameron Diaz|Rupert Everett|Philip Bosco,P.J. Hogan,It's about finding the love of your life. And deciding what to do about it.,105,Comedy|Romance,1997-06-19,1997
5279,15000000,43101594,28101594,Boogie Nights,Mark Wahlberg|Burt Reynolds|John C. Reilly|Julianne Moore|Thomas Jane,Paul Thomas Anderson,Everyone has one special thing.,155,Drama,1997-09-11,1997
5280,15000000,3675201,-11324799,Lost Highway,Bill Pullman|Patricia Arquette|John Roselius|Louis Eppolito|Robert Blake,David Lynch,,134,Drama|Thriller|Mystery,1997-01-15,1997
5281,50000000,10541523,-39458477,Mad City,John Travolta|Dustin Hoffman|Mia Kirshner|Alan Alda|Robert Prosky,Costa-Gavras,One man will make a mistake. The other will make it a spectacle.,114,Action|Drama|Thriller,1997-11-07,1997
5285,18000000,251212670,233212670,Bean,Rowan Atkinson|Peter MacNicol|John Mills|Pamela Reed|Harris Yulin,Mel Smith,One Man. One Masterpiece. One Very Big Mistake.,85,Comedy,1997-07-29,1997
5286,90000000,140807547,50807547,The Devil's Own,Harrison Ford|Brad Pitt|Margaret Colin|RubÃ©n Blades|Treat Williams,Alan J. Pakula,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",107,Crime|Thriller|Drama,1997-03-12,1997
5290,27000000,60527873,33527873,Kiss the Girls,Morgan Freeman|Ashley Judd|Cary Elwes|Alex McArthur|Tony Goldwyn,Gary Fleder,Smart Girls. Pretty Girls. Missing Girls.,115,Drama|Mystery|Thriller|Crime,1997-10-03,1997
5291,50000000,50068310,68310,Absolute Power,Clint Eastwood|Gene Hackman|Ed Harris|Scott Glenn|Laura Linney,Clint Eastwood,Corrupts Absolutely.,121,Crime|Drama|Thriller,1997-02-14,1997
5292,25000000,36400360,11400360,Vegas Vacation,Chevy Chase|Beverly D'Angelo|Randy Quaid|Ethan Embry|Marisol Nichols,Stephen Kessler,This time the Griswolds are on a roll.,93,Comedy,1997-02-13,1997
5293,19000000,6682098,-12317902,U Turn,Sean Penn|Nick Nolte|Jennifer Lopez|Joaquin Phoenix|Claire Danes,Oliver Stone,Expect the Unexpected.,125,Thriller,1997-10-03,1997
5295,30000000,25480490,-4519510,Mimic,Mira Sorvino|Jeremy Northam|Giancarlo Giannini|Josh Brolin|Alexander Goodwin,Guillermo del Toro,"For thousands of years, man has been evolution's greatest creation... until now.",105,Fantasy|Horror|Thriller,1997-08-22,1997
5296,20000000,5716080,-14283920,One Eight Seven,"Samuel L. Jackson|John Heard|Kelly Rowan|Clifton Collins, Jr.|Tony Plana",Kevin Reynolds,"When schools become war zones and both sides start taking casualties, what then?",119,Drama|Thriller,1997-07-29,1997
5298,40000000,87840042,47840042,Spawn,Michael Jai White|Martin Sheen|John Leguizamo|Theresa Randle|Nicol Williamson,Mark A.Z. DippÃ©,Born in darkness. Sworn to justice.,96,Action|Adventure|Fantasy|Horror|Science Fiction,1997-07-31,1997
5300,250000,501818,251818,Cube,Nicole de Boer|Nicky Guadagni|David Hewlett|Andrew Miller|Julian Richings,Vincenzo Natali,Don't look for a reason... Look for a way out.,90,Thriller|Science Fiction|Mystery,1997-09-09,1997
5301,28000000,5684789,-22315211,Kundun,Tenzin Thuthob Tsarong|Tencho Gyalpo|Tsewang Migyur Khangsar|Gyurme Tethong|Robert Lin,Martin Scorsese,,134,Drama,1997-12-25,1997
5302,80000000,17626234,-62373766,The Postman,Kevin Costner|Will Patton|Olivia Williams|Larenz Tate|Tom Petty,Kevin Costner,The year is 2013. One man walked in off the horizon and hope came with him.,177,Drama|Adventure,1997-12-25,1997
5303,50000000,48169156,-1830844,G.I. Jane,Demi Moore|Viggo Mortensen|Anne Bancroft|Jason Beghe|Daniel von Bargen,Ridley Scott,Failure is not an option.,125,Action|Drama,1997-08-22,1997
5304,60000000,33956608,-26043392,The Relic,Penelope Ann Miller|Tom Sizemore|Linda Hunt|James Whitmore|Clayton Rohner,Peter Hyams,The Next Evolution In Terror.,110,Horror|Thriller|Mystery,1997-01-10,1997
5315,60000000,16000000,-44000000,Fire Down Below,Steven Seagal|Marg Helgenberger|Stephen Lang|Brad Hunt|Kris Kristofferson,FÃ©lix EnrÃ­quez AlcalÃ¡,One Man. One Secret. One Chance in Hell.,105,Action|Adventure|Crime|Thriller,1997-09-05,1997
5317,38000000,122417389,84417389,MouseHunt,Nathan Lane|Lee Evans|Vicki Lewis|Maury Chaykin|Eric Christmas,Gore Verbinski,Who's hunting who?,98,Comedy|Family,1997-12-19,1997
5318,5000000,3263585,-1736415,The Sweet Hereafter,Ian Holm|Caerthan Banks|Sarah Polley|Tom McCamus|Gabrielle Rose,Atom Egoyan,Sometimes courage comes from the most surprising places.,112,Drama,1997-05-14,1997
5322,15000000,44862187,29862187,Cop Land,Sylvester Stallone|Harvey Keitel|Ray Liotta|Robert De Niro|Peter Berg,James Mangold,No One Is Above The Law.,104,Action|Crime|Drama,1997-08-15,1997
5324,20000000,60000000,40000000,Selena,Jennifer Lopez|Edward James Olmos|Constance Marie|Jon Seda|Lupe Ontiveros,Gregory Nava,Discover the true story of one of America's brightest stars... that faded too soon.,127,Documentary|Drama,1997-03-21,1997
5325,25000000,100000000,75000000,Spice World - The Movie,Victoria Beckham|Melanie Brown|Emma Bunton|Melanie Chisholm|Geri Halliwell,Bob Spiers,,93,Adventure|Fantasy|Drama|Comedy|Music,1997-12-19,1997
5326,18000000,8038061,-9961939,The Ice Storm,Kevin Kline|Joan Allen|Sigourney Weaver|Henry Czerny|Tobey Maguire,Ang Lee,"It was 1973, and the climate was changing.",112,Drama,1997-09-27,1997
5328,3000000,23144499,20144499,Air Bud,Kevin Zegers|Wendy Makkena|Michael Jeter|Bill Cobbs|Brendan Fletcher,Charles Martin Smith,He Sits. He Stays. He Shoots. He Scores.,98,Comedy|Family|Drama,1997-08-01,1997
5332,32000000,3566637,-28433363,Cats Don't Dance,Scott Bakula|Jasmine Guy|Natalie Cole|Ashley Peldon|Lindsay Ridgeway,Mark Dindal,It's a Jungle Out There!,75,Animation|Comedy|Family|Music,1997-03-26,1997
5334,30000000,51376861,21376861,Mortal Kombat: Annihilation,Robin Shou|Talisa Soto|James Remar|Sandra Hess|Lynn 'Red' Williams,John R. Leonetti,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",95,Action|Fantasy|Science Fiction,1997-11-21,1997
